ID;Ressources;XP
7405;Plastron de Tambouraï;5.932
7404;Os de Jiangshi-Nobi;5.932
7379;Fleur d'Onabu-Geisha;5.932
8797;Souche de l'Abrakleur clair;5.913
17060;Potion de Vieillesse;5.85
13341;Patte de la Gardienne des Égouts;5.839
11251;Sternum de Chachachovage;5.826
467;Rubis;5.767
8832;Bave du Kaskargo;5.766
27374;Clef du Refuge sylvestre;5.762
8477;Deuxième clef du Donjon de Sphincter;5.75
8476;Première clef du Donjon de Sphincter;5.75
9999;Copie de la clef du repaire des bandits;5.742
21689;Peinture Noire;5.709
21687;Peinture Violette;5.709
21686;Peinture Verte;5.709
21685;Peinture Orange;5.709
21684;Peinture Bleue;5.709
21683;Peinture Rouge;5.709
21682;Peinture Jaune;5.709
11814;Moustache de Boostache;5.694
8137;Viscères du Scarabosse Doré;5.694
11256;Bec de Gélikan;5.679
14650;Essence de Boostache;5.676
14648;Essence du Scarabosse Doré;5.676
15043;Cheveux d'Alhyène;5.645
15041;Tignasse de Kanihilan;5.645
33372;Petit Philtre d'Abreuvoir;5.591
15051;Crinière d'Orfélin;5.574
15049;Oreille de Kaniblou;5.574
31620;Jus de poisson;5.55
16153;Arakne Écrabouillée;5.54
11255;Œil de Crabe Hijacob;5.54
16180;Soie Baveuse;5.513
2621;Barbe du Chouque;5.513
1691;Faux Visage de Choudini;5.513
316;Émeraude;5.511
15047;Chaîne de Panthègros;5.504
15045;Griffe de Félygiène;5.504
8403;Tresse du Koulosse;5.469
8383;Peau de Moon;5.469
2645;Groin de Dragon Cochon;5.469
2577;Scalp du Meulou;5.469
2540;Substrat de Futaie;5.4
8788;Croupion du Bitouf aérien;5.365
18742;Breuvage Musculaire;5.359
1687;Teinture Magique Verdâtre;5.247
16151;Écorce d'Abraknyde Vénérable;5.227
11325;Résidu de Solfataré;5.227
8787;Cloaque du Poolay;5.227
18366;Sable Fin;5.14
847;Œuf de Dragoeuf Calcaire;5.14
1682;Écorce de Liroye Merline;5.112
749;Bakélélite;5.1
479;Ivoire;5.091
14473;Boulon Wabbit;5.074
16910;Sève de Châtaignier;5.0
16379;Sauge Divine au Rhum;5.0
2032;Orge en Sucre;5.0
1846;Truite Ancestrale;5.0
8790;Rembourrage de Meupette;4.935
17150;Viande de Brousse;4.912
12375;Fragment du Gorgouille;4.861
12017;Clef du Nid du Kwakwa;4.815
26321;Corne de Malbois;4.792
26320;Porte-bonheur de Malalfa;4.792
26319;Pic de Malépik;4.792
26318;Bolas de Maltrio;4.792
26317;Pousse de Malzerb;4.792
15175;Queue de Mère Veilleuse;4.792
15174;Œil de Phozami;4.792
15173;Corne de Père Phorreur;4.792
15172;Peau de Métaphorreur;4.792
15171;Griffe de Phorrêveur;4.792
33401;Gigantesque Philtre de Dragofesse;4.788
11319;Étoffe de Vigie Pirate;4.786
8917;Clef de la Grotte Hesque;4.706
17129;Bidoche Minérale;4.654
1569;Clef du Donjon des Forgerons;4.635
23592;Pierre de Sélénite;4.6
7025;Pierre d'Agathe;4.58
1894;Poil de Gliglitch;4.545
397;Huile de Koode;4.38
33360;Minuscule Philtre de Foudroyeur;4.376
2516;Défense de Gliglicérin;4.363
2513;Étoffe de Gliglidoudur;4.363
2511;Cuir de Gliglibido;4.363
8496;Racine d'Abraknyde Ancestral;4.343
8075;Boomerang du Dok Alako;4.318
8135;Clef du Donjon des Bworks;4.312
33391;Grand Philtre de Dragofesse;4.263
18371;Carapace du Mantiscore;4.207
14468;Barbe du Wa Wobot;4.207
11318;Écaille de Harpirate;4.188
11315;Mât de Fantômat;4.188
11314;Coquille de Fantimonier;4.188
11312;Queue de Fantomalamère;4.188
11309;Pince du Fancrôme;4.188
14645;Essence du Tournesol Affamé;4.154
846;Œuf de Dragoeuf Charbon;4.127
845;Œuf de Dragoeuf Argile;4.127
844;Œuf de Dragoeuf Ardoise;4.127
965;Pierre de Dopeul;4.113
963;Morceau de clef du Soiw Woulant;4.1
962;Morceau de clef du Midi Wayonnant;4.1
961;Morceau de clef du Matin Pewlant;4.1
33402;Gigantesque Philtre de Foudroyeur;4.097
13493;Queue de Rat du Gang;4.045
33403;Gigantesque Philtre d'Abreuvoir;4.017
20452;Andésite;4.0
1786;Greuvette Horreur;4.0
880;Laine de Bouftou Royal;3.977
12745;Substrat de Bocage;3.9
1570;Clef du Donjon des Squelettes;3.89
17148;Viande Macérée;3.794
6738;Crâne de Chef Crocodaille;3.779
16492;Planche de Surf;3.75
748;Magnésite;3.75
2552;Œil de Kanigrou;3.74
8761;Poudre explosive;3.732
21256;Griffe de Dragoeuf Albâtre;3.729
26680;Clef de l'Akadémie des Gobs;3.724
13497;Ruban d'Uchiwang;3.722
8347;Lame brisée de Lichangoro;3.722
7343;Bracelet de Ino-Naru;3.722
7301;Étoffe de Kurookin;3.722
7300;Tête de lance de Fangshu;3.722
7299;Peau de Crachefoux;3.722
7298;Peau de Rouquette;3.722
7294;Poils de Pétartifoux;3.722
7293;Poils de Founamboul;3.722
7292;Poils de Boumbardier;3.722
14647;Essence du Bouftou Royal;3.717
8785;Graine de l'Abrakleur sombre;3.706
12434;Poudre Mature;3.665
16213;Œil de Rat du Gang;3.655
8783;Amygdales du Bitouf Sombre;3.653
9248;Clef du Clos des Blops;3.628
15688;Peau de Pataugerme;3.616
8778;Étamine de Floribonde;3.601
390;Huile de Noix;3.449
11230;Queue du Fu Mansot;3.447
8139;Clef du Donjon des Scarafeuilles;3.433
8781;Calice de Fécorce;3.418
2550;Étoffe de Foufayteur;3.391
2179;Dent de dragodinde;3.372
8779;Carpelle de Brouture;3.368
15991;Clef de la Cache de Kankreblath;3.367
7918;Clef du Donjon des Tofus;3.367
2500;Kolérat Mort;3.354
2320;Collier Cassé de Macien;3.354
2295;Fragment d'Épée Reptilienne;3.354
2056;Œil de Crowneille;3.354
424;Fibre criminelle;3.354
11248;Oreille de Kaniglou;3.346
11229;Poil de barbe du Shamansot;3.319
8780;Sépale de Nerbe;3.319
15459;Sacoche de Kartouche;3.283
2488;Viscères de Scorbute;3.281
8782;Bractée de Chiendent;3.271
2251;Méga Pierre du Craqueleur;3.263
13503;Calumet Zoth;3.222
11247;Oreille percée du Fricochère;3.222
11227;Duvet de Mamansot;3.201
33393;Grand Philtre d'Abreuvoir;3.192
33392;Grand Philtre de Foudroyeur;3.192
33390;Grand Philtre de Caresseur;3.192
33389;Grand Philtre de Baffeur;3.192
18741;Coffre de Pièges à Chasseur;3.191
315;Diamant;3.176
8754;Barbe inexistante du Barbroussa;3.174
2505;Baballe;3.174
21264;Étoffe de Draegnerys;3.14
12076;Duvet de Nelween;3.14
8758;Morceau de caleçon de Gourlo;3.14
8739;Humérus du Sparo;3.069
17146;Viande Persillée;3.005
16909;Sève de Frêne;3.0
16378;Ortie Roïde;3.0
8672;Relique de Gourlo le Terrible;3.0
2018;Blé d'Or;3.0
1790;Goujon Kiye;3.0
20945;Bec de Kwakao;3.0
20944;Enrobage de Chocoskargo;3.0
20943;Pelage chocolaté;3.0
20942;Estomac de Mansocolat;3.0
20940;Oreille de Kakoalak;3.0
18363;String de Pampactus;3.0
18362;Moustaches de Cactoblongo;3.0
18361;Fleur de Cactiflore;3.0
18359;Parchemin de Cactana;3.0
18358;Maraca de Lévito;3.0
15462;Slip d'Elsoummo;3.0
15461;Bandelette de Tromblion;3.0
15460;Os de Sramouraï;3.0
15458;Foulard de Milimaître;3.0
11243;Cuir du Sanglacier;3.0
11241;Poils de Smilomouth;3.0
8344;Akaslip d'Akakwa;3.0
7308;Salopette Kwapa;3.0
7278;Poing rocheux d'Ishigro Pake;3.0
7277;Lunettes de Parashukouï;3.0
7276;Baguette de Tétonuki;3.0
7275;Masque de Shinibaru;3.0
7274;Katana de Kwamouraï;3.0
7259;Poterie cassée de Lolojiki;3.0
7017;Sarbacane en Bambou;3.0
2287;Concombre;3.0
11225;Peau de Mansobèse;2.987
12446;Fumée Mature;2.986
12442;Flaque Mature;2.986
12438;Cendres Matures;2.986
12430;Boue Mature;2.986
8755;Touffe rousse du Flib;2.967
1689;Teinture Magique Orange;2.948
6480;Osier Sombre;2.938
13733;Boulier Zoth;2.924
2306;Cœur de Craqueleur;2.896
33530;Griffe de volkorne;2.887
33525;Bave de muldo;2.887
11799;Clef de la Maison Fantôme;2.887
15731;Pixel d'Éklatleth;2.884
15730;Pixel de Brikablak;2.884
15729;Pixel de Farfacette;2.884
15728;Pixel de Gromorso;2.884
2539;Substrat de Buisson;2.85
33380;Philtre de Dragofesse;2.845
2504;Langue de Craquelope;2.817
11223;Plume du Timansot;2.801
7904;Fleur de Kaliptus;2.765
11238;Queue d'Écumouth;2.719
14282;Boules de Kanniboul;2.683
1679;Pierre de Crystaloboule;2.662
15067;Patte de Gruche;2.652
14279;Pierre Précieuse Zoth;2.652
1688;Teinture Magique Bleutée;2.648
8482;Peau de Rat;2.646
6885;Jeton du Bworker;2.625
8102;Pierre du Craqueleur Légendaire;2.621
15069;Croupion de Truchmuche;2.611
13499;Jouet de Gamine Zoth;2.487
15071;Plume de Truchideur;2.483
23693;Huile de Pichon;2.475
2252;Dent en Or de Craqueleur;2.448
13504;Corne de Gamino;2.446
2483;Bidule inutile;2.444
15073;Œil de Truchtine;2.444
2507;Peau de Larve Champêtre;2.43
480;Minerai Étrange;2.418
2506;Grelot;2.405
15075;Duvet de Truchon;2.404
15732;Pixel de Segmantid;2.403
14478;Œil de Wabbit Céphale;2.403
14477;Dents de Wabbit Vampire;2.403
14476;Oreilles de Wabbit Fluo;2.403
14475;Feuille de Cawotman;2.403
14474;Sang de Wabbit Garou;2.403
2479;Fléau de Robot Fléau;2.392
419;Oreille du Grand Pa Wabbit;2.392
2555;Courroie en cuir;2.38
2508;Venin de Serpentin;2.38
649;Poils de Wo Wabbit;2.38
17144;Viande Saignante;2.378
546;Pierre de Saphir;2.376
650;Duvet de Bourdard;2.367
33381;Philtre de Foudroyeur;2.358
14646;Essence de Mob l'Éponge;2.348
3000;Casque cassé de Bwork;2.344
8391;Peau de Don Dorgan;2.333
1463;Fiole à élément;2.32
13705;Boomerang Abîmé de Diamantine;2.304
13704;Touffe de Poils de Rubise;2.304
13703;Épingle à Cheveux de Saphira;2.304
13702;Dédicace de Skeunk pour Émeraude;2.304
33351;Gigantesque Extrait d'Abreuvoir;2.296
1568;Clef de la Cour du Bouftou Royal;2.254
18209;Gratrooll;2.251
18198;Gâtrool;2.251
8322;Poil de Troolléolé;2.251
16491;Planche à Griller;2.25
746;Ébonite;2.25
23480;Huile de Riz;2.25
13338;Enfumoir Zoth;2.249
16161;Doigt de Branche Invocatrice;2.246
13529;Feuille de Branche Soignante;2.246
20820;Pompon Brunâtre;2.236
7509;Première partie de la clef du labyrinthe du Dragon Cochon;2.235
1692;Teinture Magique Sombre;2.235
20815;Éclat du Mawabouaino;2.228
11695;Carniflore;2.228
8397;Poil du Wa Wabbit;2.228
2437;Gelée Citron Royale;2.228
2242;Gelée Fraise Royale;2.228
2241;Gelée Menthe Royale;2.228
370;Gelée Bleuet Royale;2.228
2559;Crinière de Troollaraj;2.214
14467;Osselet de Black Wabbit Squelette;2.212
33352;Gigantesque Extrait de Mangeoire;2.179
13495;Crâne d'Aventurier;2.177
8052;Peau de Maître Koalak;2.177
11136;Laine de Boufmouth légendaire;2.174
8392;Peau de Don Duss Ang;2.154
33378;Philtre de Baffeur;2.153
16159;Patte d'Abrakne Irascible;2.121
11122;Corne de Boufmouth de guerre;2.104
464;Ambre d'Abraknyde;2.081
14463;Crâne de Wabbit Squelette;2.054
13700;Couche usagée de Warko Violet;2.038
8058;Cubitus de Momie Koalak;2.038
14458;Queue de Black Wabbit;2.033
31748;Bézoard dense;2.025
31747;Front osseux souple;2.025
17713;Jeton du Chazino du Grand Jeu;2.025
7024;Pierre de Topaze;2.004
8671;Relique du Corailleur Magistral;2.0
16157;Masque Cassé d'Araknotron Irascible;2.0
8309;Plume du Serpiplume;1.985
13596;Peau de Larve Dorée;1.978
13528;Bourgeon d'Abraknyde Sombre Irascible;1.977
11117;Laine de Boufmouth;1.976
13699;Foulard de Koalak Farouche;1.969
9388;Feuille de Blop Royal;1.952
27362;Pom de Pin;1.922
25762;Oreille de Rat Plapla;1.919
25760;Vieux Bouquin de Rat Li;1.919
25757;Tuyau Rouillé de Rate Iboisée;1.919
25756;Crâne magique de Rate Atinée;1.919
1529;Métaria verte;1.903
1528;Métaria jaune;1.903
1527;Métaria bleue;1.903
1526;Métaria rouge;1.903
8053;Peau de Chevaucheur Koalak;1.901
2619;Lait de Tortue;1.866
997;Noix de Kokoko;1.866
17613;Épine de Grath;1.853
17612;Peau de Gériatique;1.853
17611;Palpe de Pikbul;1.853
17610;Œil de Morcac;1.853
17609;Patte de Pupuce;1.853
7290;Tige de Bambouto;1.853
7272;Pistil de Floristile;1.853
7271;Épine de Bulbuisson;1.853
7270;Langue de Grenufar;1.853
7269;Pollen de Bulbiflore;1.853
17142;Viande Séchée;1.846
13698;Houpette de Koalak Sanguin;1.843
13595;Peau de Larve Rubis;1.831
11119;Oreille de Bouftonmouth;1.812
2646;Slip en cuir de Cochon de Lait;1.804
18348;Flûte de Mastodonte;1.8
8437;Clef du Château Ensablé;1.78
13732;Vieille Ventouse de Kralamoure;1.778
13697;Poils de Guerrier Koalak;1.778
8057;Tibia de Koalak Fossoyeur;1.778
2300;Fragment d'Os;1.766
8311;Poil de Gamino;1.764
654;Étoffe du Wabbit;1.761
16000;Kamiam;1.75
2664;Os de Crocodaille;1.744
545;Pierre de Cristal;1.743
9252;Morceau de clef Indigo;1.725
9251;Morceau de clef Coco;1.725
9250;Morceau de clef Reinette;1.725
9249;Morceau de clef Griotte;1.725
8390;Peau de Cochon de Farle;1.708
13594;Peau de Larve Émeraude;1.693
547;Pierre de Rubis;1.689
2558;Blop mort;1.685
33340;Grand Extrait d'Abreuvoir;1.671
33339;Grand Extrait de Foudroyeur;1.671
8756;Duvet du Kilibriss;1.664
8315;Peau de Mandrine;1.664
8312;Peau de Minoskito;1.664
7652;Potion de Souvenir;1.65
8363;Corne de Dragmatique;1.637
8362;Peau de Dragnarok;1.637
8361;Corne de Dragacé;1.637
8360;Peau de Draguaindrop;1.637
8356;Peau de Dragueuse;1.637
1663;Écaille de Crocodaille;1.635
9940;Nacre brute;1.63
33337;Grand Extrait de Caresseur;1.63
16149;Œil d'Abrakne;1.627
8681;Peau de Raul Mops;1.627
6479;Ours Déchiqueté;1.627
6478;Makroute Déchiqueté;1.627
2554;Côtes de Porkass;1.627
2480;Slip en cuir de Porkass;1.627
2303;Carapace vide de Crabe;1.627
2302;Langue d'Étoile;1.627
2282;Touffe de Cheveux Blancs;1.627
2277;Linceul;1.627
792;Muqueuse de Moumoule;1.627
646;Poils de Black Tiwabbit;1.627
433;Fémur du Chafer Archer;1.627
408;Dentier du Chafer d'Élite;1.627
33338;Grand Extrait de Dragofesse;1.621
8762;Fragment de cerveau poli;1.604
6736;Bourgeon de Fourbasse;1.591
2632;Glouto Rhum;1.591
13724;Patte de Tofu Dodu;1.585
17037;Essence de Kardorim;1.579
13593;Peau de Larve Saphir;1.563
360;Oreilles du Tiwabbit;1.563
27368;La cambriole pour les Nuls;1.563
12016;Plume du Kwakwa;1.563
8738;Sacrum magistral;1.563
8385;Peau de Shin Larve;1.563
305;Dent de Wabbit;1.56
33336;Grand Extrait de Baffeur;1.544
33341;Grand Extrait de Mangeoire;1.536
2060;Patte de Corbac;1.531
13498;Dent de Bourbassingue;1.529
8766;Plume de fesse du Kido;1.529
8729;Corail usé;1.515
2652;Ver d'Air;1.515
2651;Ver de Feu;1.515
2650;Ver d'Eau;1.515
2649;Ver de Terre;1.515
13722;Plume de Tofubine;1.508
14461;Langue de Tiwabbit Kiafin;1.5
2653;Arakne Majeure Morte;1.5
2512;Queue de Sanglier des Plaines;1.5
8763;Moustache du Mufafah;1.5
8250;Poil de Renarbo;1.497
13718;Cendres de Tofutoflamme;1.483
8326;Bandelette du Mominotor;1.483
8323;Cuir de Déminoboule;1.483
410;Livre du Bwork Mage;1.48
25767;Collier de Chak Rat;1.477
25761;Ouvrage magique d'Aloevée Rate;1.477
25759;Lance de Chika Rat;1.477
25758;Lance-Pierre de Scélée Rate;1.477
8252;Plume de Corbac Apprivoisé;1.47
8249;Plume de Buveur;1.47
13719;Plumeau de Tofuzmo;1.467
8308;Carapace de Scaratos;1.467
2266;Lait de Cochon de Lait;1.461
15169;Moustache précieuse;1.458
15168;Corne de Berserkoffre;1.458
15167;Antenne de Trésantène;1.458
15166;Langue de Mimikado;1.458
15165;Corde de Boursoin;1.458
8748;Pétale Morito;1.454
8747;Pétale Passaoh;1.454
8746;Pétale Malibout;1.454
8745;Pétale Kouraçao;1.454
2280;Paille Vampiresque;1.454
276;Pièce du Trésor du Badoul;1.454
274;Pièce du Puzzle de la Griffe;1.454
9952;Pierre de souillure verte impure;1.452
9951;Pierre de souillure jaune impure;1.448
13490;Bave de Ouassingue;1.443
17140;Viande Exsudative;1.422
8143;Clef des Champs;1.406
1684;Sac à Patates Sombre;1.401
1683;Sac à Patates Clair;1.401
9950;Pierre de souillure bleue impure;1.401
8744;Pince de Crustorail;1.398
8388;Peau de Bworkette;1.389
2268;Scalp de Bwork Archer;1.382
14516;Oreille de Rhinoféroce;1.349
8355;Écaille de Dragoss Argile;1.349
8354;Écaille de Dragoss Calcaire;1.349
8353;Écaille de Dragoss Ardoise;1.349
8352;Écaille de Dragoss Charbon;1.349
8350;Coquille de Dragoss Protéiforme;1.349
2578;Œil de Cocholou;1.349
440;Griffe de Muloubard;1.349
439;Canine de Mergranlou;1.349
291;Poils de Mulounoké;1.349
13492;Short de Capoei Rat;1.34
13340;Pustule de Rat Sio;1.34
8321;Poil de Capsaaloocke;1.34
12448;Jaune d'Œuf de Krokille;1.339
13140;Serrure du Coffre des Forgerons;1.339
13716;Bec de Vilain Petit Tofu;1.331
14514;Dent de Molette;1.323
17714;Jeton du Chazino des Matougarous;1.305
8055;Os de Mama Koalak;1.297
13096;Fémur du Chafer Rōnin;1.288
33358;Minuscule Philtre de Caresseur;1.268
14512;Plume de Gobvious;1.262
8054;Peau de Drakoalak;1.262
33320;Petit Extrait de Mangeoire;1.258
14510;Patte de Bouledogre;1.236
2564;Sourcils de Tronknyde;1.226
14514;Dent de Molette;1.323
17714;Jeton du Chazino des Matougarous;1.305
8055;Os de Mama Koalak;1.297
13096;Fémur du Chafer Rōnin;1.288
33358;Minuscule Philtre de Caresseur;1.268
14512;Plume de Gobvious;1.262
8054;Peau de Drakoalak;1.262
33320;Petit Extrait de Mangeoire;1.258
14510;Patte de Bouledogre;1.236
2564;Sourcils de Tronknyde;1.226
11497;Huile de Frostiz;1.215
33330;Extrait d'Abreuvoir;1.212
19643;Corps de Quintaine;1.2
16490;Planche Contreplaquée;1.2
747;Aluminite;1.2
399;Huile de Sésame;1.199
2294;Viscères de Scarafeuille;1.198
33319;Petit Extrait d'Abreuvoir;1.189
27413;Eau Ferrugineuse;1.151
33328;Extrait de Dragofesse;1.122
438;Queue du Mulou;1.121
361;Cawotte;1.106
17138;Viande Rassie;1.103
17075;Canif Rouillé;1.103
13496;Bandeau de Nakunbra;1.103
2622;Boulet de Canondorf;1.103
2620;Rhum de Qualité;1.103
998;Caleçon Mignon du Pirate;1.103
2607;Trukikol Mort;1.094
2605;Plume de Dostrogo;1.094
2602;Plume de Domoizelle;1.094
2254;Feuille de Fourbasse;1.094
2253;Fleur de Gloutovore;1.094
838;Manuel du Directeur Grunob;1.094
33329;Extrait de Foudroyeur;1.075
389;Huile de Tournesol Sauvage;1.075
33327;Extrait de Caresseur;1.073
33326;Extrait de Baffeur;1.073
2642;Mâchoire de Rib;1.073
14946;Cuir de Porsalu;1.067
8484;Duvet de Tofoune;1.064
2673;Œuf Pourri;1.064
2572;Estomac de Tofukaz;1.064
2565;Rondelle de Bois;1.064
2454;Estomac de Tofu Ventripotent;1.064
2336;Crâne de Chafer;1.064
2285;Tissu Sombre;1.064
756;Slip en Cuir Moulant du Garglyphe;1.064
642;Cocon de Ver à Soie;1.064
8314;Peau de Kraméléhon;1.054
20680;Cire de Gligli Améliorée;1.05
23858;Haïku du dragon : Création;1.044
23856;Haïku du dragon : Destruction;1.044
16220;Œil de Saltik;1.039
16219;Fil de Néfileuse;1.039
16218;Dent de Gargantûl;1.039
16217;Laine de Dardalaine;1.039
16216;Chélicères d'Arapex;1.039
16154;Écorce d'Abrakne Sombre;1.039
1674;Champignon Luidegît;1.037
16002;Patte de Kankreblath;1.029
8557;Plume de Batofu;1.029
7030;Peau de Krambwork;1.012
3002;Botte trouée de Mégabwork;1.012
2647;Oreille de Médibwork;1.012
2316;Couteau de Roukouto;1.012
2286;Bandelettes;1.012
2273;Tissu Pourpre;1.012
1614;Bombe de Graboule;1.012
1611;Bourgeon de Pirolienne;1.012
1610;Roue de Tivelo;1.012
7906;Corne du Boufcoul;1.012
11253;Étoffe de Rat Bougri;1.003
14635;Pépite;1.0
2669;Chauve-souris;0.998
2323;Colonne Vertébrale;0.979
11250;Poil de Chachachovage;0.976
2466;Langue de Gargrouille;0.974
2464;Queue de Boostache Prépubère;0.974
2463;Dent de Kwoan;0.974
8085;Poils de Koalak Forestier;0.969
8084;Peau de Piralak;0.969
8083;Os de Pékeualak;0.969
8062;Poils de Koalak Indigo;0.969
8061;Poils de Koalak Reinette;0.969
8060;Poils de Koalak Coco;0.969
8059;Poils de Koalak Griotte;0.969
33318;Petit Extrait de Foudroyeur;0.958
12437;Cendres Novices;0.957
11257;Plume de Gélikan;0.951
11815;Boostoplasme;0.946
33317;Petit Extrait de Dragofesse;0.937
16152;Masque Brisé d'Araknotron;0.926
11254;Pince de Crabe Hijacob;0.926
8515;Os de Trooll;0.915
33316;Petit Extrait de Caresseur;0.906
18370;Queue de Fennex;0.863
18369;Queue de Scordion Bleu;0.863
18368;Écailles d'Ouroboulos;0.863
18367;Boule de Boulépique;0.863
16150;Racine d'Abraknyde Vénérable;0.863
1612;Racine d'Abraknyde Sombre;0.844
18411;Œil de Léolhyène;0.841
14490;Lunettes de Tiwobot;0.841
14472;Bâton de Blanc Pa Wabbit;0.841
14471;Casque de Wobot;0.841
14470;Poil de Wobot Kiafin;0.841
14469;Estomac de Black Wo Wabbit;0.841
17136;Viande Sanguinolente;0.834
8077;Boomerang du Warko Marron;0.823
450;Pierre de Granit;0.809
544;Pierre d'Émeraude;0.802
6475;Casque Cassé du Chafer;0.788
12445;Fumée Novice;0.785
12441;Flaque Novice;0.785
12433;Poudre Novice;0.785
12429;Boue Novice;0.785
2274;Bougie du Mineur Sombre;0.763
2675;Plume de Tofu Maléfique;0.758
308;Coquille de Dragoeuf Calcaire;0.717
33313;Minuscule Extrait d'Abreuvoir;0.717
33312;Minuscule Extrait de Foudroyeur;0.717
33309;Minuscule Extrait de Baffeur;0.714
13731;Pierre Médicinale;0.711
8002;Étoffe de Dok Alako;0.711
33314;Minuscule Extrait de Mangeoire;0.71
33311;Minuscule Extrait de Dragofesse;0.707
33310;Minuscule Extrait de Caresseur;0.696
8157;Pétale Magique du Tournesol Affamé;0.692
2585;Cœur de Boue du Boo;0.692
2278;Tissu Invisible;0.682
2576;Scalp de Milimulou;0.667
33349;Gigantesque Extrait de Dragofesse;0.666
2467;Rondelles de Milirat Strubien;0.665
2453;Œil de Ramane Strubien;0.665
2451;Patte d'Arakne des Égouts;0.665
1672;Poils de Darit;0.665
653;Étoffe d'Écurouille;0.665
14280;Pic de dragodinde dorée;0.659
447;Charbon;0.656
17134;Viande Avariée;0.643
17715;Jeton du Chazino des Ecaflipuces;0.63
21263;Peau de Dragoeuf Albâtre;0.628
2528;Ongle de Kanigrou;0.628
1129;Coquille de Dragoeuf Ardoise;0.628
843;Coquille de Dragoeuf Charbon;0.628
842;Coquille de Dragoeuf Argile;0.628
1613;Écaille de Chef Crocodaille;0.626
886;Cuir de Bouftou Royal;0.619
1660;Ambre d'Abraknyde Sombre;0.619
652;Étoffe du Sanglier;0.609
1462;Liquide vampiresque;0.584
2574;Crinière de Scélérat Strubien;0.582
1890;Poil de Vétauran;0.578
2318;Feuille de Rose Obscure;0.574
7905;Laine du Boufcoul;0.565
2598;Queue de dragodinde sauvage;0.565
2584;Main de Boo;0.565
2551;Oreille de Foufayteur;0.565
2321;Babines de Macien;0.565
2301;Moustache de Kolérat;0.565
2150;Graine de Scorbute;0.565
1889;Plume de Crowneille;0.565
290;Champignon;0.565
543;Pierre de Diamant;0.55
2502;Papatte de Croc Gland;0.549
2304;Fragment de Pierre Polie;0.549
2305;Fragment de Pierre Pointue;0.543
2676;Noeul Mort;0.542
10314;Sang du Kido;0.535
8757;Maillot de corps de Barbroussa;0.534
8050;Peau de Koalak Immature;0.534
8545;Clef de la Crypte de Kardorim;0.525
13336;Graines de Citwouille Maudites;0.525
8760;Foulard du Sparo;0.508
8680;Écaille poisseuse;0.507
448;Silex;0.499
8740;Chicot du Flib;0.494
14284;Flamme Spectrale;0.492
33524;Moustache de muldo doré;0.488
33523;Moustache de muldo ebène;0.488
33522;Moustache de muldo pourpre;0.488
33521;Moustache de muldo indigo;0.488
33520;Moustache de muldo orchidée;0.488
2455;Sang de Bouftou;0.487
2599;Pic de dragodinde;0.48
2495;Œil de Craquelope;0.471
13098;Casque du Chafer Primitif;0.463
33350;Gigantesque Extrait de Foudroyeur;0.459
33348;Gigantesque Extrait de Caresseur;0.459
33347;Gigantesque Extrait de Baffeur;0.459
11475;Eau calme;0.455
2549;Boîte de Vétauran;0.453
16489;Planche Agglomérée;0.45
16440;Ferrite;0.45
16487;Bois Vermoulu;0.448
378;Sporme du Champ Champ;0.448
17132;Viande Ladre;0.446
2661;Feuille de Tournesol Sauvage;0.446
643;Fil de Soie;0.446
17065;Poupée Vaudou Tam;0.446
8481;Poil de Rat d'Égoutant;0.446
2628;Poupée Vaudou Ark;0.446
2627;Poupée Vaudou Sarbak;0.446
2626;Poupée Vaudou Jav;0.446
2625;Poupée Vaudou Eth;0.446
2264;Canine de Gobelin;0.444
1673;Patte d'Arakne Magique;0.443
2663;Engrais;0.434
381;Fraise;0.429
2665;Herbe Folle;0.428
641;Coton Ancestral;0.428
9381;Fleur de Gloutoblop;0.426
431;Pierre du Craqueleur;0.41
6476;Griffe de Robionicle;0.404
2509;Dent de Larve Champêtre;0.404
2482;Charnière Cassée;0.404
1771;Souris verte;0.404
406;Estomac de Wo Wabbit;0.404
2662;Bave de Rose Démoniaque;0.398
2497;Oreille de Guerrier Mental;0.395
2496;Queue de Rat d'Hyoactif;0.395
2486;Coque Endommagée;0.395
2481;Chaîne de Robot Fléau;0.395
1891;Peau de serpentin;0.395
418;Poils de Barbe du Grand Pa Wabbit;0.395
8682;Peau de Mob l'Éponge;0.391
8520;Gratrooll Industriel;0.384
20817;Tendon de Waccro;0.383
27363;Fourrure de Timongouste;0.373
14466;Bandeau de Black Wabbit Squelette;0.371
8483;Peau de Ramane d'Égoutant;0.371
371;Sourcil de Moskito;0.364
20819;Dent de Waddict;0.36
1681;Peau Égrotante;0.354
20818;Emballage Suspect;0.348
23857;Haïku du dragon : Passion;0.342
23855;Haïku du dragon : Résolution;0.342
14462;Os de Wabbit Squelette;0.341
20816;Œil Bionique;0.337
13715;Dent de Larve Dorée;0.33
3001;Épaulière de Bwork;0.328
20814;Patte de Twakeuf;0.326
9382;Fleur de Blopignon;0.322
14457;Patte de Black Wabbit;0.319
27367;Croc de Trankilou;0.313
27366;Griffe de Grolours;0.313
27365;Corne de Buffalourd;0.313
27364;Plume de Thomondor;0.313
2624;Feuille de Tikoko;0.313
2617;Tranche de Nodkoko;0.313
1013;Carapace Bleue;0.313
1011;Carapace Jaune;0.313
1012;Carapace Rouge;0.313
1010;Carapace Verte;0.313
