id;libelle;xp;source
12152;Clef de la Maison du Papa Nowel;286.511;Dofous
12152;Clef de la Maison du Papa Nowel;377.59785;Dofus2
12351;Clef du Repaire de Sphincter Cell;28.771;Dofous
12351;Clef du Repaire de Sphincter Cell;47.158725;Dofus2
12374;Poignée du Gorgouille;43.0;DPLN_2025
12374;Poignée du Gorgouille;43.0;DPLN_2026
12374;Poignée du Gorgouille;29.134;Dofous
12374;Poignée du Gorgouille;21.85065;Dofus2
12375;Fragment du Gorgouille;4.0;DPLN_2025
12375;Fragment du Gorgouille;4.0;DPLN_2026
12375;Fragment du Gorgouille;4.861;Dofous
12375;Fragment du Gorgouille;3.645825;Dofus2
12428;Boue Juvénile;0.125;DPLN_2025
12428;Boue Juvénile;0.125;DPLN_2026
12428;Boue Juvénile;0.134;Dofous
12428;Boue Juvénile;0.100425;Dofus2
12429;Boue Novice;0.5;DPLN_2025
12429;Boue Novice;0.5;DPLN_2026
12429;Boue Novice;0.785;Dofous
12429;Boue Novice;0.5889;Dofus2
12430;Boue Mature;2.0;DPLN_2025
12430;Boue Mature;2.0;DPLN_2026
12430;Boue Mature;2.986;Dofous
12430;Boue Mature;2.239575;Dofus2
12431;Boue Vénérable;8.0;DPLN_2025
12431;Boue Vénérable;8.0;DPLN_2026
12431;Boue Vénérable;11.971;Dofous
12431;Boue Vénérable;8.978325;Dofus2
12432;Poudre Juvénile;0.125;DPLN_2025
12432;Poudre Juvénile;0.125;DPLN_2026
12432;Poudre Juvénile;0.11;Dofous
12432;Poudre Juvénile;0.08265;Dofus2
12433;Poudre Novice;0.5;DPLN_2025
12433;Poudre Novice;0.5;DPLN_2026
12433;Poudre Novice;0.785;Dofous
12433;Poudre Novice;0.5889;Dofus2
12434;Poudre Mature;2.0;DPLN_2025
12434;Poudre Mature;2.0;DPLN_2026
12434;Poudre Mature;3.665;Dofous
12434;Poudre Mature;2.748525;Dofus2
12435;Poudre Vénérable;8.0;DPLN_2025
12435;Poudre Vénérable;8.0;DPLN_2026
12435;Poudre Vénérable;11.971;Dofous
12435;Poudre Vénérable;8.978325;Dofus2
12436;Cendres Juvéniles;0.125;DPLN_2025
12436;Cendres Juvéniles;0.125;DPLN_2026
12436;Cendres Juvéniles;0.11;Dofous
12436;Cendres Juvéniles;0.08265;Dofus2
12437;Cendres Novices;0.5;DPLN_2025
12437;Cendres Novices;0.5;DPLN_2026
12437;Cendres Novices;0.957;Dofous
12437;Cendres Novices;0.71775;Dofus2
12438;Cendres Matures;2.0;DPLN_2025
12438;Cendres Matures;2.0;DPLN_2026
12438;Cendres Matures;2.986;Dofous
12438;Cendres Matures;2.239575;Dofus2
12439;Cendres Vénérables;8.0;DPLN_2025
12439;Cendres Vénérables;8.0;DPLN_2026
12439;Cendres Vénérables;11.971;Dofous
12439;Cendres Vénérables;8.978325;Dofus2
12440;Flaque Juvénile;0.125;DPLN_2025
12440;Flaque Juvénile;0.125;DPLN_2026
12440;Flaque Juvénile;0.11;Dofous
12440;Flaque Juvénile;0.08265;Dofus2
12441;Flaque Novice;0.5;DPLN_2025
12441;Flaque Novice;0.5;DPLN_2026
12441;Flaque Novice;0.785;Dofous
12441;Flaque Novice;0.5889;Dofus2
12442;Flaque Mature;2.0;DPLN_2025
12442;Flaque Mature;2.0;DPLN_2026
12442;Flaque Mature;2.986;Dofous
12442;Flaque Mature;2.239575;Dofus2
12443;Flaque Vénérable;8.0;DPLN_2025
12443;Flaque Vénérable;8.0;DPLN_2026
12443;Flaque Vénérable;11.971;Dofous
12443;Flaque Vénérable;8.978325;Dofus2
12444;Fumée Juvénile;0.125;DPLN_2025
12444;Fumée Juvénile;0.125;DPLN_2026
12444;Fumée Juvénile;0.11;Dofous
12444;Fumée Juvénile;0.08265;Dofus2
12445;Fumée Novice;0.5;DPLN_2025
12445;Fumée Novice;0.5;DPLN_2026
12445;Fumée Novice;0.785;Dofous
12445;Fumée Novice;0.5889;Dofus2
12446;Fumée Mature;2.0;DPLN_2025
12446;Fumée Mature;2.0;DPLN_2026
12446;Fumée Mature;2.986;Dofous
12446;Fumée Mature;2.239575;Dofus2
12447;Fumée Vénérable;8.0;DPLN_2025
12447;Fumée Vénérable;8.0;DPLN_2026
12447;Fumée Vénérable;11.971;Dofous
12447;Fumée Vénérable;8.978325;Dofus2
12448;Jaune d'Œuf de Krokille;1.0;DPLN_2026
12449;Œil de Krokille;5.0;DPLN_2026
12449;Œil de Krokille;9.57;Dofous
12450;Coquille de Krokille;18.0;DPLN_2025
12450;Coquille de Krokille;18.0;DPLN_2026
12450;Coquille de Krokille;36.648;Dofous
12450;Coquille de Krokille;27.485775;Dofus2
12451;Croc de Krokille;78.0;DPLN_2025
12451;Croc de Krokille;78.0;DPLN_2026
12451;Croc de Krokille;155.625;Dofous
12451;Croc de Krokille;116.71875;Dofus2
12467;Épine Dorsale de Grozilla;10.0;DPLN_2025
12467;Épine Dorsale de Grozilla;10.0;DPLN_2026
12467;Épine Dorsale de Grozilla;23.958;Dofous
12467;Épine Dorsale de Grozilla;17.968725;Dofus2
12468;Bézoard Ardent de Grozilla;96.0;DPLN_2025
12468;Bézoard Ardent de Grozilla;96.0;DPLN_2026
12468;Bézoard Ardent de Grozilla;142.327;Dofous
12468;Bézoard Ardent de Grozilla;106.745025;Dofus2
12728;Ardonite;17.025;Dofous
12728;Ardonite;12.76875;Dofus2
12733;Substrat de Forêt;27.525;Dofous
12733;Substrat de Forêt;31.6125;Dofus2
12734;Potion d'altération;32.1;Dofous
12734;Potion d'altération;4.8477;Dofus2
12735;Clef de la Bambusaie de Damadrya;29.603;Dofous
12735;Clef de la Bambusaie de Damadrya;12.2757;Dofus2
12737;Galet cramoisi;13.0;DPLN_2025
12737;Galet cramoisi;13.0;DPLN_2026
12737;Galet cramoisi;25.0;Dofous
12737;Galet cramoisi;18.75;Dofus2
12738;Galet rutilant;125.0;DPLN_2025
12738;Galet rutilant;125.0;DPLN_2026
12738;Galet rutilant;250.0;Dofous
12738;Galet rutilant;187.5;Dofus2
12740;Galet brasillant;1250.0;DPLN_2025
12740;Galet brasillant;1250.0;DPLN_2026
12740;Galet brasillant;1875.0;Dofus2
12743;Potion minérale;36.394;Dofous
12743;Potion minérale;2.696775;Dofus2
12744;Substrat de Bosquet;16.275;Dofous
12744;Substrat de Bosquet;12.206175;Dofus2
12745;Substrat de Bocage;3.9;Dofous
12745;Substrat de Bocage;2.925;Dofus2
12970;Paquet Cadeau du Minotoboule de Nowel;8.189;Dofous
12970;Paquet Cadeau du Minotoboule de Nowel;6.141975;Dofus2
13096;Fémur du Chafer Rōnin;1.288;Dofous
13096;Fémur du Chafer Ronin;0.966225;Dofus2
13097;Mâchoire du Chafer Draugr;0.3;Dofous
13097;Mâchoire du Chafer Draugr;0.22485;Dofus2
13098;Casque du Chafer Primitif;0.463;Dofous
13098;Casque du Chafer Primitif;0.167325;Dofus2
13140;Serrure du Coffre des Forgerons;1.0;DPLN_2025
13140;Serrure du Coffre des Forgerons;1.0;DPLN_2026
13140;Serrure du Coffre des Forgerons;1.339;Dofous
13140;Serrure du Coffre des Forgerons;1.0416;Dofus2
13154;Poudre glaciale;25.0;DPLN_2025
13154;Poudre glaciale;25.0;DPLN_2026
13154;Poudre glaciale;61.0;Dofous
13154;Poudre glaciale;45.75;Dofus2
13157;Ongle du Bworker;19.0;DPLN_2025
13157;Ongle du Bworker;19.0;DPLN_2026
13157;Ongle du Bworker;48.382;Dofous
13157;Ongle du Bworker;36.286725;Dofus2
13164;Sphénoïde du Kimbo;12.0;DPLN_2025
13164;Sphénoïde du Kimbo;12.0;DPLN_2026
13164;Sphénoïde du Kimbo;29.659;Dofous
13164;Sphénoïde du Kimbo;22.24425;Dofus2
13165;Duvet du Maître Corbac;7.256;Dofous
13165;Duvet du Maître Corbac;5.944125;Dofus2
13167;Plume du Rasboul Majeur;3.0;DPLN_2025
13167;Plume du Rasboul Majeur;3.0;DPLN_2026
13167;Plume du Rasboul Majeur;7.721;Dofous
13167;Plume du Rasboul Majeur;5.790375;Dofus2
13168;Ethmoïde du Minotot;12.0;DPLN_2025
13168;Ethmoïde du Minotot;12.0;DPLN_2026
13168;Ethmoïde du Minotot;29.659;Dofous
13168;Ethmoïde du Minotot;22.24425;Dofus2
13196;Cuir synthétique;750.0;Dofus2
13333;Clef du Potager d'Halouine;10.348;Dofous
13333;Clef du Potager d'Halouine;6.7557;Dofus2
13334;Chicots d'Halouine;43.46;Dofous
13334;Chicots d'Halouine;32.59515;Dofus2
13335;Rouflaquettes d'Halouine;7.292;Dofous
13335;Rouflaquettes d'Halouine;5.4687;Dofus2
13336;Graines de Citwouille Maudites;0.525;Dofous
13336;Graines de Citwouille Maudites;0.393675;Dofus2
13338;Enfumoir Zoth;0.5;DPLN_2025
13338;Enfumoir Zoth;0.5;DPLN_2026
13338;Enfumoir Zoth;2.249;Dofous
13338;Enfumoir Zoth;1.686975;Dofus2
13339;Sceau Royal Contrefait;0.25;DPLN_2025
13339;Sceau Royal Contrefait;0.25;DPLN_2026
13339;Sceau Royal Contrefait;0.245;Dofous
13339;Sceau Royal Contrefait;0.18345;Dofus2
13340;Pustule de Rat Sio;1.34;Dofous
13340;Pustule de Rat Sio;1.0053;Dofus2
13341;Patte de la Gardienne des Égouts;2.0;DPLN_2025
13341;Patte de la Gardienne des Égouts;2.0;DPLN_2026
13341;Patte de la Gardienne des Égouts;5.839;Dofous
13341;Patte de la Gardienne des Égouts;4.3794;Dofus2
13342;Tatouage de Mauvais Garçon;0.25;DPLN_2025
13342;Tatouage de Mauvais Garçon;0.25;DPLN_2026
13342;Tatouage de Mauvais Garçon;0.272;Dofous
13342;Tatouage de Mauvais Garçon;0.204375;Dofus2
13343;Nœud de Marin;3.0;DPLN_2026
13343;Nœud de Marin;6.677;Dofous
13365;Galet Saisonnier;13.0;DPLN_2025
13365;Galet Saisonnier;13.0;DPLN_2026
13365;Galet Saisonnier;25.0;Dofous
13365;Galet Saisonnier;18.75;Dofus2
13366;Galet Lunaire;63.0;DPLN_2025
13366;Galet Lunaire;63.0;DPLN_2026
13366;Galet Lunaire;125.0;Dofous
13366;Galet Lunaire;93.75;Dofus2
13367;Galet Solaire;313.0;DPLN_2025
13367;Galet Solaire;313.0;DPLN_2026
13367;Galet Solaire;625.0;Dofous
13367;Galet Solaire;468.75;Dofus2
13487;Serviette de Plage;0.072;Dofous
13487;Serviette de Plage;0.0537;Dofus2
13488;Aile de Dragodinde Dorée;0.5;DPLN_2025
13488;Aile de dragodinde dorée;0.5;DPLN_2026
13488;Aile de dragodinde dorée;4.03;Dofous
13488;Aile de Dragodinde Dorée;0.493875;Dofus2
13489;Miroir de Dopeul;0.214;Dofous
13489;Miroir de Dopeul;0.16035;Dofus2
13490;Bave de Ouassingue;0.333333333;DPLN_2025
13490;Bave de Ouassingue;0.333;DPLN_2026
13490;Bave de Ouassingue;1.443;Dofous
13490;Bave de Ouassingue;1.08255;Dofus2
13491;Relique Familiale;0.272;Dofous
13491;Relique Familiale;0.204375;Dofus2
13492;Short de Capoei Rat;1.34;Dofous
13492;Short de Capoei Rat;1.0053;Dofus2
13493;Queue de Rat du Gang;4.045;Dofous
13494;Nageoire de Compétition;0.096;Dofous
13494;Nageoire de Compétition;0.072225;Dofus2
13495;Crâne d'Aventurier;1.0;DPLN_2025
13495;Crâne d'Aventurier;1.0;DPLN_2026
13495;Crâne d'Aventurier;2.177;Dofous
13495;Crâne d'Aventurier;1.632525;Dofus2
13496;Bandeau de Nakunbra;0.5;DPLN_2025
13496;Bandeau de Nakunbra;0.5;DPLN_2026
13496;Bandeau de Nakunbra;1.103;Dofous
13496;Bandeau de Nakunbra;0.826875;Dofus2
13497;Ruban d'Uchiwang;3.722;Dofous
13497;Ruban d'Uchiwang;2.79165;Dofus2
13498;Dent de Bourbassingue;0.333333333;DPLN_2025
13498;Dent de Bourbassingue;0.333;DPLN_2026
13498;Dent de Bourbassingue;1.529;Dofous
13498;Dent de Bourbassingue;1.146525;Dofus2
13499;Jouet de Gamine Zoth;0.5;DPLN_2025
13499;Jouet de Gamine Zoth;0.5;DPLN_2026
13499;Jouet de Gamine Zoth;2.487;Dofous
13499;Jouet de Gamine Zoth;1.8651;Dofus2
13500;Dent de Larve Émeraude;0.282;Dofous
13500;Dent de Larve Émeraude;0.211575;Dofus2
13502;Fluide Glacial;0.096;Dofous
13502;Fluide Glacial;0.072225;Dofus2
13503;Calumet Zoth;0.5;DPLN_2025
13503;Calumet Zoth;0.5;DPLN_2026
13503;Calumet Zoth;3.222;Dofous
13503;Calumet Zoth;2.41665;Dofus2
13504;Corne de Gamino;1.0;DPLN_2025
13504;Corne de Gamino;1.0;DPLN_2026
13504;Corne de Gamino;1.764;Dofous
13504;Corne de Gamino;1.322925;Dofus2
13505;Bourse Suspecte;0.076923077;DPLN_2025
13505;Bourse Suspecte;0.077;DPLN_2026
13505;Bourse Suspecte;0.243;Dofous
13505;Bourse Suspecte;0.182025;Dofus2
13528;Bourgeon d'Abraknyde Sombre Irascible;1.0;DPLN_2025
13528;Bourgeon d'Abraknyde Sombre Irascible;1.0;DPLN_2026
13528;Bourgeon d'Abraknyde Sombre Irascible;1.977;Dofous
13528;Bourgeon d'Abraknyde Sombre Irascible;1.4829;Dofus2
13529;Feuille de Branche Soignante;2.0;DPLN_2025
13529;Feuille de Branche Soignante;2.0;DPLN_2026
13529;Feuille de Branche Soignante;2.246;Dofous
13529;Feuille de Branche Soignante;1.6848;Dofus2
13593;Peau de Larve Saphir;1.563;Dofous
13593;Peau de Larve Saphir;1.1718;Dofus2
13594;Peau de Larve Émeraude;1.693;Dofous
13594;Peau de Larve Émeraude;1.269825;Dofus2
13595;Peau de Larve Rubis;1.831;Dofous
13595;Peau de Larve Rubis;1.37355;Dofus2
13596;Peau de Larve Dorée;1.978;Dofous
13596;Peau de Larve Dorée;1.4832;Dofus2
13697;Poils de Guerrier Koalak;1.0;DPLN_2025
13697;Poils de Guerrier Koalak;1.0;DPLN_2026
13697;Poils de Guerrier Koalak;1.778;Dofous
13697;Poils de Guerrier Koalak;1.333575;Dofus2
13698;Houpette de Koalak Sanguin;1.0;DPLN_2025
13698;Houpette de Koalak Sanguin;1.0;DPLN_2026
13698;Houpette de Koalak Sanguin;1.843;Dofous
13698;Houpette de Koalak Sanguin;1.38225;Dofus2
13699;Foulard de Koalak Farouche;1.0;DPLN_2025
13699;Foulard de Koalak Farouche;1.0;DPLN_2026
13699;Foulard de Koalak Farouche;1.969;Dofous
13699;Foulard de Koalak Farouche;1.476525;Dofus2
13700;Couche usagée de Warko Violet;1.0;DPLN_2025
13700;Couche usagée de Warko Violet;1.0;DPLN_2026
13700;Couche usagée de Warko Violet;2.038;Dofous
13700;Couche usagée de Warko Violet;1.528575;Dofus2
13702;Dédicace de Skeunk pour Émeraude;1.0;DPLN_2025
13702;Dédicace de Skeunk pour Émeraude;1.0;DPLN_2026
13702;Dédicace de Skeunk pour Émeraude;2.304;Dofous
13702;Dédicace de Skeunk pour Émeraude;1.728075;Dofus2
13703;Épingle à Cheveux de Saphira;1.0;DPLN_2025
13703;Épingle à Cheveux de Saphira;1.0;DPLN_2026
13703;Épingle à Cheveux de Saphira;2.304;Dofous
13703;Épingle à Cheveux de Saphira;1.728075;Dofus2
13704;Touffe de Poils de Rubise;1.0;DPLN_2025
13704;Touffe de Poils de Rubise;1.0;DPLN_2026
13704;Touffe de Poils de Rubise;2.304;Dofous
13704;Touffe de Poils de Rubise;1.728075;Dofus2
13705;Boomerang Abîmé de Diamantine;1.0;DPLN_2025
13705;Boomerang Abîmé de Diamantine;1.0;DPLN_2026
13705;Boomerang Abîmé de Diamantine;2.304;Dofous
13705;Boomerang Abîmé de Diamantine;1.728075;Dofus2
13706;Journal Intime d'Émeraude;10.0;DPLN_2025
13706;Journal Intime d'Émeraude;10.0;DPLN_2026
13706;Journal Intime d'Émeraude;14.85;Dofous
13706;Journal Intime d'Émeraude;11.1378;Dofus2
13707;Shampooing au Kaliptus de Saphira;10.0;DPLN_2025
13707;Shampooing au Kaliptus de Saphira;10.0;DPLN_2026
13707;Shampooing au Kaliptus de Saphira;14.85;Dofous
13707;Shampooing au Kaliptus de Saphira;11.1378;Dofus2
13708;Pense-bête de Rubise;10.0;DPLN_2026
13708;Pense-bête de Rubise;14.85;Dofous
13709;Place de Concert de Diamantine;10.0;DPLN_2025
13709;Place de Concert de Diamantine;10.0;DPLN_2026
13709;Place de Concert de Diamantine;14.85;Dofous
13709;Place de Concert de Diamantine;11.1378;Dofus2
13713;Dent de Larve Saphir;0.263;Dofous
13713;Dent de Larve Saphir;0.19725;Dofus2
13714;Dent de Larve Rubis;0.302;Dofous
13714;Dent de Larve Rubis;0.226575;Dofus2
13715;Dent de Larve Dorée;0.33;Dofous
13715;Dent de Larve Dorée;0.24735;Dofus2
13716;Bec de Vilain Petit Tofu;1.331;Dofous
13716;Bec de Vilain Petit Tofu;0.9984;Dofus2
13717;Houpette de Vilain Petit Tofu;8.019;Dofous
13717;Houpette de Vilain Petit Tofu;6.014025;Dofus2
13718;Cendres de Tofutoflamme;1.483;Dofous
13718;Cendres de Tofutoflamme;1.11225;Dofus2
13719;Plumeau de Tofuzmo;1.467;Dofous
13719;Plumeau de Tofuzmo;1.100175;Dofus2
13720;Braise de Tofutoflamme;8.856;Dofous
13720;Braise de Tofutoflamme;6.6417;Dofus2
13721;Croupion de Tofuzmo;8.809;Dofous
13721;Croupion de Tofuzmo;6.606975;Dofus2
13722;Plume de Tofubine;1.508;Dofous
13722;Plume de Tofubine;1.13115;Dofus2
13723;Œuf de Tofubine;9.03;Dofous
13724;Patte de Tofu Dodu;1.585;Dofous
13724;Patte de Tofu Dodu;1.18875;Dofus2
13725;Aile Atrophiée de Tofu Dodu;9.515;Dofous
13725;Aile Atrophiée de Tofu Dodu;7.135875;Dofus2
13726;Conque Marine;0.096;Dofous
13726;Conque Marine;0.072225;Dofus2
13727;Crème à bronzer;0.096;Dofous
13727;Crème à bronzer;0.072225;Dofus2
13728;Paupière d'Étoile;0.272;Dofous
13728;Paupière d'Étoile;0.204375;Dofus2
13729;Papier Charbon;0.223;Dofous
13729;Papier Charbon;0.166875;Dofus2
13730;Graine de la Discorde;0.125;DPLN_2025
13730;Graine de la Discorde;0.125;DPLN_2026
13730;Graine de la Discorde;0.207;Dofous
13730;Graine de la Discorde;0.15525;Dofus2
13731;Pierre Médicinale;0.2;DPLN_2025
13731;Pierre Médicinale;0.2;DPLN_2026
13731;Pierre Médicinale;0.711;Dofous
13731;Pierre Médicinale;0.53355;Dofus2
13732;Vieille Ventouse de Kralamoure;0.5;DPLN_2025
13732;Vieille Ventouse de Kralamoure;0.5;DPLN_2026
13732;Vieille Ventouse de Kralamoure;1.778;Dofous
13732;Vieille Ventouse de Kralamoure;1.333575;Dofus2
13733;Boulier Zoth;0.5;DPLN_2025
13733;Boulier Zoth;0.5;DPLN_2026
13733;Boulier Zoth;2.924;Dofous
13733;Boulier Zoth;2.19315;Dofus2
13736;Furoncle de la Mama Bwork;5.0;DPLN_2025
13736;Furoncle de la Mama Bwork;5.0;DPLN_2026
13736;Furoncle de la Mama Bwork;9.052;Dofous
13736;Furoncle de la Mama Bwork;6.788775;Dofus2
13737;String en Cuir de la Mama Bwork;54.0;DPLN_2025
13737;String en Cuir de la Mama Bwork;54.0;DPLN_2026
13737;String en Cuir de la Mama Bwork;54.183;Dofous
13737;String en Cuir de la Mama Bwork;40.63725;Dofus2
13738;Bandeau troué de Feu;5.0;DPLN_2025
13738;Bandeau troué de Feu;5.0;DPLN_2026
13738;Bandeau troué de Feu;9.154;Dofous
13738;Bandeau troué de Feu;6.8658;Dofus2
13739;Caleçon Rouge;55.0;DPLN_2025
13739;Caleçon Rouge;55.0;DPLN_2026
13739;Caleçon Rouge;54.798;Dofous
13739;Caleçon Rouge;41.098125;Dofus2
13740;Bandeau troué de Terre;5.0;DPLN_2025
13740;Bandeau troué de Terre;5.0;DPLN_2026
13740;Bandeau troué de Terre;9.154;Dofous
13740;Bandeau troué de Terre;6.8658;Dofus2
13741;Caleçon Brun;55.0;DPLN_2025
13741;Caleçon Brun;55.0;DPLN_2026
13741;Caleçon Brun;54.798;Dofous
13741;Caleçon Brun;41.098125;Dofus2
13742;Bandeau troué d'Eau;5.0;DPLN_2025
13742;Bandeau troué d'Eau;5.0;DPLN_2026
13742;Bandeau troué d'Eau;9.154;Dofous
13742;Bandeau troué d'Eau;6.8658;Dofus2
13743;Caleçon Bleu;55.0;DPLN_2025
13743;Caleçon Bleu;55.0;DPLN_2026
13743;Caleçon Bleu;54.798;Dofous
13743;Caleçon Bleu;41.098125;Dofus2
13744;Bandeau troué d'Air;5.0;DPLN_2025
13744;Bandeau troué d'Air;5.0;DPLN_2026
13744;Bandeau troué d'Air;9.154;Dofous
13744;Bandeau troué d'Air;6.8658;Dofus2
13745;Caleçon Blanc;55.0;DPLN_2025
13745;Caleçon Blanc;55.0;DPLN_2026
13745;Caleçon Blanc;54.798;Dofous
13745;Caleçon Blanc;41.098125;Dofus2
13746;Boulon de Cybwork;5.0;DPLN_2025
13746;Boulon de Cybwork;5.0;DPLN_2026
13746;Boulon de Cybwork;9.571;Dofous
13746;Boulon de Cybwork;7.1781;Dofus2
13747;Caleçon de Cybwork;58.0;DPLN_2025
13747;Caleçon de Cybwork;58.0;DPLN_2026
13747;Caleçon de Cybwork;57.29;Dofous
13747;Caleçon de Cybwork;42.9678;Dofus2
13913;Œil de Harrogant;9.0;DPLN_2026
13913;Œil de Harrogant;16.875;Dofous
13914;Culotte de Harrogant;68.0;DPLN_2025
13914;Culotte de Harrogant;68.0;DPLN_2026
13914;Culotte de Harrogant;101.25;Dofous
13914;Culotte de Harrogant;75.9375;Dofus2
13914;Culotte de Harrogant;101.0;Tenma
13915;Cuir de Grodruche;9.0;DPLN_2025
13915;Cuir de Grodruche;9.0;DPLN_2026
13915;Cuir de Grodruche;16.875;Dofous
13915;Cuir de Grodruche;12.65625;Dofus2
13915;Cuir de Grodruche;16.8;Tenma
13916;Étoffe de Grodruche;92.0;DPLN_2025
13916;Étoffe de Grodruche;92.0;DPLN_2026
13916;Étoffe de Grodruche;101.25;Dofous
13916;Étoffe de Grodruche;75.9375;Dofus2
13916;Étoffe de Grodruche;101.0;Tenma
13917;Cervelle de Peunch;92.0;DPLN_2025
13917;Cervelle de Peunch;92.0;DPLN_2026
13917;Cervelle de Peunch;101.25;Dofous
13917;Cervelle de Peunch;75.9375;Dofus2
13917;Cervelle de Peunch;101.0;Tenma
13918;Cuir de Peunch;9.0;DPLN_2025
13918;Cuir de Peunch;9.0;DPLN_2026
13918;Cuir de Peunch;16.875;Dofous
13918;Cuir de Peunch;12.65625;Dofus2
13918;Cuir de Peunch;16.8;Tenma
13919;Cuir d'Empaillé;9.0;DPLN_2025
13919;Cuir d'Empaillé;9.0;DPLN_2026
13919;Cuir d'Empaillé;16.875;Dofous
13919;Cuir d'Empaillé;12.65625;Dofus2
13919;Cuir d'Empaillé;16.8;Tenma
13920;Cœur d'Empaillé;92.0;DPLN_2026
13920;Cœur d'Empaillé;101.25;Dofous
13921;Cuir de Cuirboule;9.0;DPLN_2025
13921;Cuir de Cuirboule;9.0;DPLN_2026
13921;Cuir de Cuirboule;16.875;Dofous
13921;Cuir de Cuirboule;12.65625;Dofus2
13921;Cuir de Cuirboule;16.8;Tenma
13922;Dent de Cuirboule;92.0;DPLN_2025
13922;Dent de Cuirboule;92.0;DPLN_2026
13922;Dent de Cuirboule;101.25;Dofous
13922;Dent de Cuirboule;75.9375;Dofus2
13922;Dent de Cuirboule;101.0;Tenma
13923;Moustache de Klime;34.0;DPLN_2025
13923;Moustache de Klime;34.0;DPLN_2026
13923;Moustache de Klime;84.375;Dofous
13923;Moustache de Klime;63.28125;Dofus2
13923;Moustache de Klime;84.0;Tenma
13924;Scalp de Klime;338.0;DPLN_2025
13924;Scalp de Klime;338.0;DPLN_2026
13924;Scalp de Klime;506.25;Dofous
13924;Scalp de Klime;379.6875;Dofus2
13924;Scalp de Klime;506.0;Tenma
13925;Sang de Ventrublion;9.0;DPLN_2025
13925;Sang de Ventrublion;9.0;DPLN_2026
13925;Sang de Ventrublion;16.875;Dofous
13925;Sang de Ventrublion;12.65625;Dofus2
13925;Sang de Ventrublion;16.0;Tenma
13926;Molaire de Ventrublion;92.0;DPLN_2025
13926;Molaire de Ventrublion;92.0;DPLN_2026
13926;Molaire de Ventrublion;101.25;Dofous
13926;Molaire de Ventrublion;75.9375;Dofus2
13926;Molaire de Ventrublion;101.0;Tenma
13927;Incisive de Stalak;9.0;DPLN_2025
13927;Incisive de Stalak;9.0;DPLN_2026
13927;Incisive de Stalak;16.875;Dofous
13927;Incisive de Stalak;12.65625;Dofus2
13927;Incisive de Stalak;16.0;Tenma
13928;Ethmoïde de Stalak;92.0;DPLN_2025
13928;Ethmoïde de Stalak;92.0;DPLN_2026
13928;Ethmoïde de Stalak;101.25;Dofous
13928;Ethmoïde de Stalak;75.9375;Dofus2
13928;Ethmoïde de Stalak;101.0;Tenma
13929;Sang de Karkanik;9.0;DPLN_2025
13929;Sang de Karkanik;9.0;DPLN_2026
13929;Sang de Karkanik;16.875;Dofous
13929;Sang de Karkanik;12.65625;Dofus2
13929;Sang de Karkanik;16.0;Tenma
13930;Malleus de Karkanik;92.0;DPLN_2025
13930;Malleus de Karkanik;92.0;DPLN_2026
13930;Malleus de Karkanik;101.25;Dofous
13930;Malleus de Karkanik;75.9375;Dofus2
13930;Malleus de Karkanik;101.0;Tenma
13931;Incus de Verglasseur;9.0;DPLN_2025
13931;Incus de Verglasseur;9.0;DPLN_2026
13931;Incus de Verglasseur;16.875;Dofous
13931;Incus de Verglasseur;12.65625;Dofus2
13931;Incus de Verglasseur;16.0;Tenma
13932;Cervelle de Verglasseur;92.0;DPLN_2025
13932;Cervelle de Verglasseur;92.0;DPLN_2026
13932;Cervelle de Verglasseur;101.25;Dofous
13932;Cervelle de Verglasseur;75.9375;Dofus2
13932;Cervelle de Verglasseur;101.0;Tenma
13933;Stapes de Frimar;9.0;DPLN_2025
13933;Stapes de Frimar;9.0;DPLN_2026
13933;Stapes de Frimar;16.875;Dofous
13933;Stapes de Frimar;12.65625;Dofus2
13933;Stapes de Frimar;16.0;Tenma
13934;Moustache de Frimar;92.0;DPLN_2025
13934;Moustache de Frimar;92.0;DPLN_2026
13934;Moustache de Frimar;101.25;Dofous
13934;Moustache de Frimar;75.9375;Dofus2
13934;Moustache de Frimar;101.0;Tenma
13935;Poil d'aisselle de Missiz Frizz;34.0;DPLN_2025
13935;Poil d'aisselle de Missiz Frizz;34.0;DPLN_2026
13935;Poil d'aisselle de Missiz Frizz;84.375;Dofous
13935;Poil d'aisselle de Missiz Frizz;63.28125;Dofus2
13935;Poil d'aisselle de Missiz Frizz;84.0;Tenma
13936;Culotte de Missiz Frizz;338.0;DPLN_2025
13936;Culotte de Missiz Frizz;338.0;DPLN_2026
13936;Culotte de Missiz Frizz;506.25;Dofous
13936;Culotte de Missiz Frizz;379.6875;Dofus2
13936;Culotte de Missiz Frizz;506.0;Tenma
13937;Bave de Nessil;9.0;DPLN_2025
13937;Bave de Nessil;9.0;DPLN_2026
13937;Bave de Nessil;16.875;Dofous
13937;Bave de Nessil;12.65625;Dofus2
13937;Bave de Nessil;16.0;Tenma
13938;Molaire de Nessil;92.0;DPLN_2025
13938;Molaire de Nessil;92.0;DPLN_2026
13938;Molaire de Nessil;101.25;Dofous
13938;Molaire de Nessil;75.9375;Dofus2
13938;Molaire de Nessil;101.0;Tenma
13939;Canine de Krakal;9.0;DPLN_2025
13939;Canine de Krakal;9.0;DPLN_2026
13939;Canine de Krakal;16.875;Dofous
